child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes,all_dois,vivc_derived_from,vivc_primary_doi,vivc_unloaded_dois
LADIKINO,LACRIMA BIANCA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,LACRIMA BIANCA X ASSOUAD KARECH,10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020,10.3389/fpls.2020.605934,
LADIKINO,ASSOUAD KARECH,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,LACRIMA BIANCA X ASSOUAD KARECH,10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020,10.3389/fpls.2020.605934,
LADY DOWNE'S SEEDLING,BLACK MOROCCO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X MUSCAT OF ALEXANDRIE,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
LADY DOWNE'S SEEDLING,MUSCAT OF ALEXANDRIE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X MUSCAT OF ALEXANDRIE,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
LAGAUZERE C,SEMILLON,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SEMILLON X UGNI BLANC = TREBBIANO TOSCANO,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LAGAUZERE C,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SEMILLON X UGNI BLANC = TREBBIANO TOSCANO,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LAGREIN,SCHIAVA GENTILE,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SCHIAVA GENTILE X TEROLDEGO,10.1007/s00122-010-1411-9; 10.1007/s00122-012-1988-2; 10.3389/fpls.2020.605934,Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013,10.1007/s00122-010-1411-9,
LAGREIN,TEROLDEGO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SCHIAVA GENTILE X TEROLDEGO,10.1007/s00122-010-1411-9; 10.1007/s00122-012-1988-2; 10.3389/fpls.2020.605934,Cipriani 2010; Lacombe & Emanuelli 2020; Lacombe 2013,10.1007/s00122-010-1411-9,
LANDOT 234,SEIBEL 5455,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 5455 X GAMAY MOUROT,,none,,
LANDOT 234,GAMAY MOUROT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 5455 X GAMAY MOUROT,,none,,
LANDOT 301,SEIBEL 6468,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 6468 X PLANTET,,none,,
LANDOT 301,PLANTET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 6468 X PLANTET,,none,,
LANDOT 508,GAMAY,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GAMAY X CHANCELLOR,,none,,
LANDOT 508,CHANCELLOR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GAMAY X CHANCELLOR,,none,,
LANDOT 709,PLANTET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 709,SEIBEL 8718,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 742,PLANTET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 742,SEIBEL 8718,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 760,PLANTET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 760,SEIBEL 8718,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEIBEL  8718,,none,,
LANDOT 1678,PLANTET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEINOIR,,none,,
LANDOT 1678,SEINOIR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEINOIR,,none,,
LANDOT 1680,PLANTET,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEINOR,,none,,
LANDOT 1680,SEINOR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PLANTET X SEINOR,,none,,
LANDOT 2281,SEYVAL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVAL X PLANTET,,none,,
LANDOT 2281,PLANTET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVAL X PLANTET,,none,,
LANDOT 2283,SEVVAL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEVVAL X PLANTET,,none,,
LANDOT 2283,PLANTET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEVVAL X PLANTET,,none,,
LANDOT 2380,SEIBEL 6468,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL  6468 X FARELLA,,none,,
LANDOT 2380,FARELLA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL  6468 X FARELLA,,none,,
LANDOT 2843,RUBILANDE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBILANDE X MUSCAT HAMBURG,,none,,
LANDOT 2843,MUSCAT HAMBURG,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBILANDE X MUSCAT HAMBURG,,none,,
LANDOT 3381,RUBILANDE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBILANDE X PLANTET,,none,,
LANDOT 3381,PLANTET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBILANDE X PLANTET,,none,,
LANDOT 3384,RUBLIANDE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBLIANDE X PLANTET,,none,,
LANDOT 3384,PLANTET,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RUBLIANDE X PLANTET,,none,,
LANDOT 4411,SEIBEL 8357,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 8357 X S.V. 12375,,none,,
LANDOT 4411,S.V. 12375,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 8357 X S.V. 12375,,none,,
LANDOT 4465,COLOBEL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,COLOBEL X VILLARD BLANC,,none,,
LANDOT 4465,VILLARD BLANC,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,COLOBEL X VILLARD BLANC,,none,,
LANDOT NOIR,LANDAL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,LANDAL X VILLARD BLANC,,none,,
LANDOT NOIR,VILLARD BLANC,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,LANDAL X VILLARD BLANC,,none,,
LANTINI,MUSCAT HAMBURG,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT HAMBURG X CICLOPICA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LANTINI,CICLOPICA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT HAMBURG X CICLOPICA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LARIAO,HEBIEN,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,HEBEN X AHMEUR BOU AHMEUR,10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020,10.3389/fpls.2020.00127,10.5073/vitis.2015.54.special-issue.81-86
LARIAO,AHMEUR BOU AHMEUR,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,HEBEN X AHMEUR BOU AHMEUR,10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020,10.3389/fpls.2020.00127,10.5073/vitis.2015.54.special-issue.81-86
LATINA,ITALIA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ITALIA X ANGELO LONGO = PIROVANO 101,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LATINA,ANGELO LONGO = PIROVANO 101,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ITALIA X ANGELO LONGO = PIROVANO 101,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LEDNICE B 76,SEVERNYJ,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEVERNYJ X PINOT NOIR,,none,,
LEDNICE B 76,PINOT NOIR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEVERNYJ X PINOT NOIR,,none,,
LEON MILLOT,MILLARDET ET GRASSET 101 O.P.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
LEON MILLOT,GOLDRIESLING,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
LESNOI BELYI MARAGINSKII,KOZ OUZIOUM,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Laucou 2018),10.3389/fpls.2020.605934,,confirmed,KOZ OUZIOUM X INSTITUTIS GRDZELMTEVANA,10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Laucou 2018,10.1371/journal.pone.0192540,
LESNOI BELYI MARAGINSKII,INSTITUTIS GRDZELMTEVANA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Laucou 2018),10.3389/fpls.2020.605934,,confirmed,KOZ OUZIOUM X INSTITUTIS GRDZELMTEVANA,10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Laucou 2018,10.1371/journal.pone.0192540,
LESZ MEG HAZAM,KOEVIDINKA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X MATHIAZ JANOSNE MUSKOTALY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LESZ MEG HAZAM,MATHIAZ JANOSNE MUSKOTALY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X MATHIAZ JANOSNE MUSKOTALY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LILIORILA,BAROQUE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BAROQUE X CHARDONNAY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LILIORILA,CHARDONNAY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BAROQUE X CHARDONNAY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LINDLEY,PARENT 1 IS MOST LIKELY EXTINCT,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,PARENT 1 IS MOST LIKELY EXTINCT X CHASSELAS BLANC,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
LINDLEY,CHASSELAS BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,PARENT 1 IS MOST LIKELY EXTINCT X CHASSELAS BLANC,10.5344/ajev.2019.18054,Migliaro 2019,10.5344/ajev.2019.18054,
LINNE,BLACK MOROCCO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X SCHIAVA GROSSA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LINNE,SCHIAVA GROSSA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X SCHIAVA GROSSA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LITTORIO,DORONA DI VENEZIA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DORONA DI VENEZIA X VERDEA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LITTORIO,VERDEA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DORONA DI VENEZIA X VERDEA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LIVAL,ALPHONSE LAVALLEE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALPHONSE LAVALLEE X LIGNAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LIVAL,LIGNAN,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALPHONSE LAVALLEE X LIGNAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LJUTAC,PLAGVAC MALI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3390/genes11070737,,confirmed,PLAGVAC MALI X BOMBINO BIANCO,10.3390/genes11070737,none,10.3390/genes11070737,10.3390/genes11070737
LJUTAC,BOMBINO BIANCO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3390/genes11070737,,confirmed,PLAGVAC MALI X BOMBINO BIANCO,10.3390/genes11070737,none,10.3390/genes11070737,10.3390/genes11070737
LN 33,COUDERC 1613,Parent 1,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,COUDERC 1613 X SULTANINA,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
LN 33,SULTANINA,Parent 2,SSR,SSR,,,VIVC passport (via Migliaro 2019),10.5344/ajev.2019.18054,,confirmed,COUDERC 1613 X SULTANINA,10.1007/s00122-019-03320-5; 10.5344/ajev.2019.18054,Migliaro 2019,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
LOLA,PALOMINO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PALOMINO X PEDRO XIMENEZ,,none,,
LOLA,PEDRO XIMENEZ,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PALOMINO X PEDRO XIMENEZ,,none,,
LOMBARDIA,ANGELO PIROVANO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ANGELO PIROVANO X ITALIA,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
LOMBARDIA,ITALIA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ANGELO PIROVANO X ITALIA,10.1007/s00122-012-1988-2; 10.1007/s11295-014-0746-9,Lacombe 2013,10.1007/s00122-012-1988-2,10.1007/s11295-014-0746-9
LOUISETTE,RIESLING,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RIESLING X PRECOCE DE MALINGRE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LOUISETTE,PRECOCE DE MALINGRE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RIESLING X PRECOCE DE MALINGRE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LOUREIRO BLANCO,AMARAL = CAINO LONGO,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AMARAL = CAINO LONGO X ESPADEIRO BRANCO = BRANCO ESCOLA,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,
LOUREIRO BLANCO,ESPADEIRO BRANCO = BRANCO ESCOLA,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AMARAL = CAINO LONGO X ESPADEIRO BRANCO = BRANCO ESCOLA,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,
LOURELA,HEBIEN,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,HEBEN X CAINHO DA TERRA,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
LOURELA,CAINHO DA TERRA,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,HEBEN X CAINHO DA TERRA,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
LUCIE KUHLMANN,MILLARDET ET GRASSET 101 O.P.,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
LUCIE KUHLMANN,GOLDRIESLING,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MILLARDET ET GRASSET  101 O.P. X GOLDRIESLING,,none,,
LUCIEN BALTET,GAMAY,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GAMAY X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LUCIEN BALTET,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GAMAY X MUSCAT D'ALEXANDRIE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LUGLIENGA BIANCA,BERMESTIA BIANCA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,BERMESTIA BIANCA X MADELEINE SALOMON = AGOSTENGA BLANC,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934; 10.3390/genes11070737,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,10.3390/genes11070737
LUGLIENGA BIANCA,MADELEINE SALOMON = AGOSTENGA BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,BERMESTIA BIANCA X MADELEINE SALOMON = AGOSTENGA BLANC,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934; 10.3390/genes11070737,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,10.3390/genes11070737
LUSITANO,CASTELAO,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,CASTELAO FRANCES X ALICANTE HENRI BOUSCHET,10.1016/j.jbiotec.2006.06.006; 10.3389/fpls.2020.00127,Cunha 2020,10.1016/j.jbiotec.2006.06.006,10.1016/j.jbiotec.2006.06.006
LUSITANO,ALICANTE HENRI BOUSCHET,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,CASTELAO FRANCES X ALICANTE HENRI BOUSCHET,10.1016/j.jbiotec.2006.06.006; 10.3389/fpls.2020.00127,Cunha 2020,10.1016/j.jbiotec.2006.06.006,10.1016/j.jbiotec.2006.06.006
MACKENSSEN,KOEVIDINKA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MACKENSSEN,MATHIASZ JANOSNE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
LANKA,DATTIER DE SAINT VALLIER,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
LANKA,DEKORATIVNII,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,DATTIER DE SAINT VALLIER X DEKORATIVNII,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
MADELEINE ANGEVINE,BLANC D'AMBRE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLANC D'AMBRE X MADELEINE ROYALE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE ANGEVINE,MADELEINE ROYALE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLANC D'AMBRE X MADELEINE ROYALE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE ANGEVINE OBERLIN,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X BOUQUETTRAUBE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE ANGEVINE OBERLIN,BOUQUETTRAUBE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X BOUQUETTRAUBE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE CELINE,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X MALINGRE PRECOCE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE CELINE,MALINGRE PRECOCE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X MALINGRE PRECOCE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE DE CLERMONT,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X CHASSELAS,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
MADELEINE DE CLERMONT,CHASSELAS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X CHASSELAS,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
MADELEINE ROYALE,PINOT,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X FRANKENTHAL N,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,
MADELEINE ROYALE,FRANKENTHAL N,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X FRANKENTHAL N,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,
MAGARACHA RANNII,MADELEINE ANGEVINE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X KICHMICHE TCHEURNY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MAGARACHA RANNII,KICHMICHE TCHEURNY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MADELEINE ANGEVINE X KICHMICHE TCHEURNY,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
RUBINOVYI MAGARACHA,CABERNET SAUVIGNON,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,CABERNET SAUVIGNON X SAPERAVI,10.1007/s00122-012-1988-2; 10.3103/S0095452710020040; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013,10.1007/s00122-012-1988-2,10.3103/S0095452710020040
